id,target
8841,0
4833,0
2385,2
8663,0
5006,0
11793,4
1572,3
2480,2
10376,0
7019,4
12048,3
11487,3
7075,4
12500,4
8147,4
4213,2
8364,0
1102,0
8671,0
12550,2
11648,1
8783,3
4170,0
11589,2
1659,4
719,0
10199,0
10455,2
9474,3
6121,0
4863,2
9275,0
14495,0
5007,0
6650,3
4677,1
4416,0
7244,0
6702,1
6097,1
6554,0
9824,1
8583,0
7464,3
9019,0
13650,0
3697,0
8249,0
14115,0
3822,0
9198,2
10251,2
8163,2
3378,3
5660,0
13767,0
10139,3
3858,4
13632,0
2034,1
5522,2
5319,4
985,4
12132,0
11937,0
8347,1
9156,0
266,0
5556,4
13128,0
2054,2
2870,0
9076,0
14591,2
10893,2
12055,0
6532,0
10802,0
13316,0
11960,0
11525,0
13453,4
7094,0
8227,0
9912,3
3006,0
13362,0
9776,4
12154,4
7627,0
8828,0
10793,0
9785,3
11835,0
1447,1
8626,1
4760,0
10570,0
953,1
3554,0
7859,1
8432,0
7827,0
11072,0
11523,0
3886,4
12946,2
7854,0
13944,1
12359,0
14203,2
12715,0
7241,0
11862,1
1145,4
9479,0
11061,0
10600,1
1197,1
1906,0
13429,0
14672,0
4107,2
5967,2
14655,0
7309,0
6282,0
2730,1
7643,4
14346,0
6435,0
10364,4
14805,0
4795,0
11336,0
4445,3
7780,1
5325,0
11497,0
4868,4
495,0
10744,0
14969,1
4048,3
8652,4
14556,3
2215,0
10505,1
10690,1
3217,2
3531,4
10885,0
1262,0
6803,0
4708,2
13682,0
1424,4
9134,0
12163,1
7154,0
5704,1
10471,0
11946,0
6776,2
11370,0
14679,0
10510,0
8531,2
10475,2
12619,2
11133,0
6883,4
7020,0
4675,0
9813,3
4046,0
12466,0
14627,2
6985,0
10869,0
6338,0
8184,0
4966,0
3559,1
6967,0
4962,2
3338,1
7031,0
12201,0
13071,0
11327,0
4918,0
12394,0
11088,0
12372,0
14309,0
2319,4
7748,4
6307,2
5857,0
6,0
3397,0
7494,1
10487,0
7307,0
4244,0
9835,4
516,3
7804,0
8888,1
8983,0
5821,4
9328,3
6937,0
10329,0
5414,0
10027,0
3091,0
14755,4
4654,0
9645,2
13981,0
455,1
14132,0
14864,2
14793,0
11528,1
1847,1
5130,0
5150,0
10094,3
4789,4
3056,4
11851,0
4547,0
10970,0
5638,4
9146,0
8604,0
5534,4
6793,4
2279,0
5294,4
14262,0
834,0
5687,0
2834,4
4341,0
8767,4
9319,0
11812,2
2057,3
10114,0
13799,0
14291,0
9084,1
6335,0
2955,1
7619,3
4927,1
8181,2
8304,1
8274,4
13437,2
11290,0
3673,0
9241,0
9606,4
7381,0
13048,4
1416,4
4540,4
879,1
6008,2
1307,2
10143,3
640,0
5632,0
2405,0
9984,1
2294,0
6438,0
8264,4
11247,3
1100,0
6458,3
6693,2
817,4
2965,2
6118,0
13196,4
427,2
6011,0
13140,0
12314,4
5423,0
5422,1
2130,0
11427,3
8435,0
5345,4
4982,2
8535,0
14104,3
11814,4
7967,0
6023,2
10441,0
6411,3
13840,0
790,0
4175,4
421,0
1057,2
13304,2
9975,4
503,3
10089,0
8281,0
526,0
33,0
14123,0
11058,0
14215,0
2328,0
2873,1
5803,0
6910,0
8853,4
6534,4
3826,4
4331,4
13439,1
1177,1
9219,0
371,0
3020,1
9462,0
14072,0
9070,2
10984,0
12854,0
194,0
110,0
12534,4
1252,4
14902,0
5706,0
2689,2
7295,0
9200,0
11785,2
13166,4
11798,1
1129,1
1935,0
4829,3
2188,2
786,4
8774,0
9599,2
6387,3
9312,0
636,2
3587,0
13537,0
12273,2
9907,0
1682,1
10543,4
3305,0
9517,0
6535,4
9943,1
8687,1
13915,0
8844,2
7995,1
14249,0
2525,0
1780,0
4870,1
13005,0
567,0
7683,1
8699,3
14983,4
39,2
805,0
6931,4
4831,0
13097,3
4375,4
9055,0
5251,0
4284,0
9120,0
9856,0
3445,4
10232,0
14071,1
1196,0
4154,0
11233,3
9916,2
12279,0
9226,0
1464,4
7694,4
11059,4
12528,0
13154,4
6592,0
3110,1
6821,0
1915,0
1674,2
12745,4
1337,4
7650,3
2096,1
5775,0
4125,0
4994,0
3321,0
7840,0
12660,1
6792,0
14102,3
12432,1
2251,0
1031,0
4878,0
10286,3
967,0
13019,0
3493,4
1298,1
9848,0
2192,4
2498,4
12409,1
11287,0
13818,3
2022,4
8786,2
4097,2
1853,0
12429,1
7786,0
6042,2
40,1
12974,1
2450,4
3486,3
3364,0
14489,0
12523,4
6909,2
12156,4
11453,0
7875,1
5701,0
8407,1
2050,1
6962,1
3106,1
13069,0
14721,1
11090,2
7561,0
13728,1
7311,3
11503,3
10072,2
8586,4
6971,2
11581,0
1643,0
2750,1
13062,4
9135,2
10905,4
9420,0
4117,1
4818,0
413,3
6400,3
6228,2
13260,0
1829,0
11266,4
5785,2
7530,2
11042,1
14372,0
10526,0
7737,0
4006,0
14047,4
13221,4
12225,0
1263,0
1818,0
1765,0
726,1
5200,0
10454,0
9803,1
10872,2
2558,4
11328,3
3956,1
2576,0
11897,4
6407,0
2080,0
12673,1
10349,0
8563,1
5779,0
11694,0
2432,3
7320,1
2160,3
8450,1
8984,0
14560,0
350,4
2734,4
2374,0
12527,0
9117,2
2594,2
9960,4
3324,0
12236,1
5893,3
8662,2
9929,2
1025,0
4271,0
6248,0
9317,1
13150,3
5399,0
3682,2
5439,0
9798,0
12984,0
8023,4
7841,1
9264,3
8637,0
12039,3
2357,3
4088,1
4115,0
1288,0
2984,0
7129,0
4712,0
14927,0
3691,3
10285,2
12113,0
13517,1
8461,0
2941,4
6696,0
10788,0
3327,0
605,0
4266,2
8174,0
14037,0
11817,0
3100,0
4460,4
9174,4
10181,2
202,4
7978,4
13953,0
6933,0
4508,0
6672,0
9177,0
6645,4
1812,2
3821,0
4975,0
8516,1
3307,1
7652,2
1747,0
2427,4
8072,1
10633,0
12368,0
651,0
3519,1
3681,0
10238,0
1897,0
8420,1
3617,2
2621,0
10758,2
6408,0
10513,4
11137,0
3993,2
9389,1
2104,4
4196,0
1702,1
13566,3
14839,0
3727,4
6037,0
7373,2
1237,1
6862,2
14677,0
4235,0
6949,4
5875,1
5714,0
1388,2
8026,1
13658,1
10382,4
13695,0
9594,0
9719,4
1974,0
6853,0
7401,2
11803,4
14689,1
6357,0
9490,2
6319,3
1413,0
12109,4
14099,4
7829,4
7598,0
10406,2
3650,0
1981,0
5574,3
1016,0
9859,3
6442,4
2866,0
7458,4
4024,2
3144,4
4494,2
7582,0
9819,3
13425,4
6242,0
5931,0
1911,0
4063,2
5147,4
6529,2
7910,0
7014,4
8100,1
14673,0
5842,3
13380,4
1776,4
5083,0
3074,1
5963,4
7419,2
12,4
13826,3
3741,0
8900,0
2470,0
10849,4
6378,2
3735,1
8393,0
11930,0
461,0
9323,0
3909,3
13676,0
4162,4
7668,4
2623,0
14550,0
13645,0
2445,0
14256,0
1732,3
4786,3
9735,0
4827,0
6748,0
2360,1
10688,0
6948,4
9744,4
9999,4
1603,1
14937,0
5222,1
13957,0
14278,0
14826,1
7073,0
12259,0
7830,0
13708,0
1013,3
12470,1
10162,4
721,0
9232,0
4590,0
2647,3
606,0
3045,2
11202,0
2175,4
624,0
861,1
9675,0
877,1
8544,0
6887,0
10310,0
3150,4
6641,4
13207,0
13980,1
10986,1
13528,0
13305,0
10040,4
11087,0
7142,4
13665,2
2320,0
9214,0
4847,0
11513,1
9756,0
1781,3
13228,3
13259,2
3456,2
1810,0
12909,0
12513,1
113,0
6450,0
11800,0
1397,3
7260,4
14982,0
4210,3
2098,2
13175,4
14843,3
6912,0
13222,1
10579,0
7744,0
14441,2
13002,3
447,0
9878,0
8078,0
5268,0
13241,4
14971,4
9991,0
5525,0
12791,2
6293,3
5571,4
14768,0
9727,0
305,0
13994,4
10980,0
14573,0
6333,0
9298,0
8766,0
7706,0
1679,2
3017,0
1939,0
1560,0
9086,0
3082,0
9893,0
4916,0
12892,3
798,4
10933,2
1353,2
6273,0
2465,0
6880,0
1113,0
12536,4
2126,1
8210,2
12914,1
14886,2
13061,3
14749,1
6616,2
1685,0
9633,2
2673,4
2351,0
9854,3
11365,3
1012,0
13622,1
3760,2
3528,0
9406,1
252,3
3890,2
2759,0
9664,2
12962,0
5524,0
285,0
2642,1
13178,2
1863,0
10041,0
6556,2
14139,2
12766,0
2284,0
10491,4
10580,0
7314,0
9615,0
1115,0
4852,2
2549,2
8241,1
1500,0
5720,4
7669,1
14415,0
2275,3
870,1
14201,0
2090,0
4192,0
2809,0
8704,4
142,4
7548,1
7800,0
6627,0
7365,0
8193,1
11920,0
9336,0
8018,0
2048,3
14233,0
1827,2
8959,0
2812,1
9466,0
6209,0
4084,0
8390,2
1986,1
13428,4
13232,0
2983,2
9598,0
12331,0
13041,2
12387,2
9668,0
9403,3
2087,3
7,0
13487,2
11547,0
5335,1
3843,1
5465,4
10174,0
269,1
11536,0
13119,1
5012,0
4798,1
12989,0
8054,1
677,1
7482,0
3994,1
1896,2
2996,4
583,0
14584,4
5547,0
6859,0
6470,1
8232,3
8759,2
10435,4
10230,2
12139,0
11448,0
7832,3
13199,1
10483,1
3857,0
4360,1
11695,0
6460,1
11943,4
7497,0
9962,4
1605,0
13118,1
10125,3
4070,0
9368,0
14963,0
1215,2
3699,0
9554,4
7279,4
14738,2
5355,0
3808,1
12219,0
3104,4
13857,1
5426,1
8879,4
13932,0
5037,0
8055,4
1866,0
2833,4
13092,0
5024,1
7788,4
2355,0
9123,4
5082,0
6920,0
13407,1
3524,4
6084,4
9693,0
3249,0
12059,1
11044,0
8230,0
13612,1
7230,4
1168,1
2049,1
2676,0
12112,0
6465,2
10239,0
4114,1
14574,0
1860,0
10001,2
6466,0
9098,0
9494,0
12877,0
9906,0
8887,0
12083,3
3111,0
644,1
6986,4
14780,4
13473,3
6343,0
13982,1
7480,0
3983,0
7774,2
6827,0
772,3
12077,0
2863,1
4202,1
12742,3
9147,3
10643,0
14028,2
6788,0
14562,0
8082,4
7924,0
13972,0
14197,1
2125,0
8588,1
10133,2
12232,2
9679,1
6428,0
12604,1
2856,0
6108,0
9647,2
2146,2
1188,0
4432,3
11371,2
11491,0
4317,0
8038,4
8305,2
7039,4
6659,2
9361,0
2524,4
7049,3
7341,4
7954,0
12486,2
11366,0
8776,0
4207,2
6332,1
5432,4
10641,1
7011,1
11270,1
4361,2
2336,4
5050,1
6072,3
753,0
14919,1
7022,4
11651,0
1062,2
6720,0
1522,0
3050,1
2520,2
2745,3
13501,4
2229,1
8136,0
4067,1
6434,0
9965,0
8780,0
3229,0
7023,1
8271,0
5934,0
13754,2
8212,3
9689,0
14694,0
12994,0
9152,3
14209,4
11246,3
2533,0
303,1
12529,2
8859,4
3807,2
11375,2
14461,0
12296,4
11210,0
3661,0
13599,4
4340,0
7933,0
2068,0
13385,0
8336,0
7199,0
11542,0
971,0
4179,0
6418,0
70,0
3883,0
10385,0
10730,0
10237,3
9369,2
5259,4
10415,2
10547,0
7820,4
3953,2
7240,1
3605,0
4491,0
2702,3
9488,0
12956,0
1317,4
8480,0
14395,1
542,0
6608,0
5633,1
418,0
3544,4
1163,4
8592,0
6029,4
2287,3
10638,0
596,0
10888,1
12241,1
8623,0
4126,0
4203,1
12170,0
5956,0
4521,0
445,4
8308,1
1460,1
6315,4
7028,4
12061,4
7742,1
5855,2
14118,2
2865,0
4178,1
2817,1
11436,0
14019,4
10677,0
5436,2
3967,0
1689,0
2038,0
13755,1
14663,4
3568,0
2700,0
14644,4
12379,0
6723,0
5777,4
728,3
13035,0
13234,0
10991,0
8660,0
11715,4
2451,1
4379,1
6615,0
10651,0
1018,4
41,2
4232,4
1692,3
14226,1
12250,2
7906,0
5427,1
7552,0
7330,2
2217,3
13678,1
10756,2
11459,0
2552,4
10107,4
12934,0
1432,4
12740,4
1417,3
9311,2
11923,0
2609,0
9027,2
1775,0
13522,1
5000,0
10909,3
12440,4
2641,2
9375,0
9364,2
7726,4
6682,0
4220,0
7639,0
1760,1
5180,0
12302,3
11306,0
7221,0
13626,4
1220,2
6360,4
5097,1
6331,1
14080,0
1458,1
14754,2
7649,3
13593,4
12495,4
8137,0
5090,0
14725,4
8763,1
13620,0
10896,1
13239,4
12889,2
6947,0
11140,2
704,1
473,0
12973,3
12944,1
5497,0
10957,0
2577,2
1130,4
4771,4
8266,0
5073,4
10170,0
13342,0
13016,4
12386,3
4258,4
12400,0
6624,1
14222,0
699,2
14340,0
7091,2
8734,0
11917,0
6703,0
8285,0
1448,2
815,0
2389,4
2956,2
2703,1
6799,0
11181,4
5938,1
12121,1
10961,0
5477,0
4845,4
14277,1
5948,1
1948,0
9510,0
10609,2
11751,0
10532,4
11610,0
2331,0
12935,2
10794,0
5858,0
11759,0
10408,0
170,4
5661,3
711,1
7186,0
9165,2
10623,0
6558,0
12151,0
7108,2
3122,0
4548,0
1990,2
9251,0
12460,0
10410,0
4,0
7126,2
3961,0
1767,0
7941,1
9804,0
11416,3
607,0
4602,2
679,4
5659,3
13850,4
10684,0
3500,0
14024,4
1805,1
14736,0
8668,4
13947,0
11144,1
7672,4
1841,2
13605,2
10293,0
4132,4
8207,2
8911,0
5975,2
6046,2
2976,0
5971,0
9579,1
6281,4
5032,2
14266,1
5741,1
3236,0
1146,1
9014,2
10830,0
6140,0
12746,4
12885,4
13570,4
4538,0
5515,0
12769,3
12020,0
4353,1
7361,0
1514,4
351,2
3432,4
7169,0
9020,4
10971,0
4792,2
8487,0
2162,0
12514,4
5836,0
11113,3
35,0
14742,4
11460,2
277,0
11752,2
9891,4
14986,4
9092,0
8312,0
9522,0
11056,0
10007,0
1436,0
3395,1
9005,0
6709,4
11871,0
1489,2
14147,0
5617,0
2843,4
5145,1
7616,3
3813,0
11100,4
6099,0
12628,2
1764,0
14143,0
5374,3
2407,4
1524,2
295,0
14287,0
7157,0
14850,1
9837,3
7711,1
14757,0
1678,4
10835,0
7524,1
10848,0
5225,0
13942,1
13049,0
13892,0
3177,0
8044,1
3641,4
6734,0
6587,0
9734,0
6938,1
12226,0
783,3
7134,0
2543,4
2422,2
11452,1
5727,2
2624,0
12760,4
11190,1
8447,0
6906,0
10574,0
5059,2
3257,1
9771,0
239,0
13350,3
10078,0
8872,4
1084,0
10560,2
10919,0
13893,2
7444,4
12324,4
5100,2
14377,1
2348,1
5231,4
13308,4
2964,2
13457,0
3501,2
2363,4
2595,1
10910,0
394,0
7811,3
9570,2
5388,0
11424,3
7114,4
10780,1
10038,0
3461,4
555,2
10248,1
10008,1
14259,4
1175,0
11239,3
13898,0
11194,0
2392,0
10904,2
13581,1
2720,0
12870,4
1862,0
8803,0
562,4
9949,0
10478,3
7825,0
12188,0
9552,0
3373,0
13785,2
5837,0
8546,4
14646,2
11976,2
9277,2
13492,1
8240,2
4276,3
16,0
4303,0
1290,3
4871,0
11255,0
4169,4
10854,4
9161,0
4705,1
9412,4
12940,1
10773,0
540,2
5016,0
3087,2
14344,0
7952,1
7173,0
1347,0
11682,4
4983,0
6791,2
14527,0
11447,4
2307,1
7034,0
4393,0
12281,0
8579,4
1419,3
14250,1
14802,0
7500,4
6224,4
709,0
450,0
14860,2
13252,0
7455,0
13281,0
8001,1
14420,0
3547,2
3028,2
8787,0
12075,0
9399,0
5287,3
6742,3
6441,0
5020,0
6956,1
633,0
13533,1
7391,3
5572,1
6175,0
1021,1
4193,0
2249,0
2747,2
3794,0
5240,2
10229,3
3729,4
13003,4
6813,0
7076,2
535,4
448,0
6267,0
12561,4
5969,2
11668,0
10261,4
11514,4
420,3
12022,3
11912,0
10341,0
10225,0
9663,3
9342,0
1184,0
6507,0
3198,0
4219,0
10004,0
1697,4
2101,0
8874,0
14671,3
12317,1
5808,4
9178,2
9707,2
12146,0
5413,3
10501,2
814,4
5393,0
3408,1
13946,0
4413,1
8292,0
4882,1
4171,0
4733,1
4729,0
4436,0
8384,3
14329,0
6805,2
4043,4
10361,0
8675,0
3176,1
7502,0
3262,0
2178,2
7987,1
8635,0
4620,4
5406,0
833,4
3318,0
5591,0
2573,1
1198,1
8351,0
6322,1
9518,0
9966,2
5713,0
13444,4
1249,4
8499,0
10871,0
3923,0
10944,1
1750,2
4411,1
10672,2
10774,0
14647,0
7143,1
14014,3
1963,0
14127,0
5120,2
6137,0
12805,0
7564,0
11496,0
8856,4
4937,0
7574,4
11780,0
